"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IWD"
"Pippin's Bravery","G","C","152922","8.26","15831","11.89","15418","51.6%","2388","50.8%","3740","53.4%","6128","52.4%","9254","51.0%","1.4pp"
"Quickbeam, Upstart Ent","G","U","33514","3.90","5972","4.95","25319","52.6%","3935","50.8%","6385","57.0%","10320","54.7%","14818","50.9%","3.8pp"
"Radagast the Brown","G","M","2541","1.76","1192","1.71","5138","56.4%","861","63.4%","1434","60.5%","2295","61.6%","2833","52.3%","9.3pp"
"Revive the Shire","G","C","152348","8.08","15123","11.84","13723","49.8%","2105","45.7%","3547","53.8%","5652","50.8%","8055","49.3%","1.4pp"
"The Ring Goes South","G","R","15374","5.06","1708","8.20","508","","86","","133","","219","37.4%","288","40.3%","-2.8pp"
"Shortcut to Mushrooms","G","U","43929","5.45","4577","8.12","9106","48.3%","1478","41.5%","2264","48.3%","3742","45.6%","5340","50.1%","-4.5pp"
"Shower of Arrows","G","C","152854","8.38","13233","12.58","4994","47.1%","720","44.3%","1189","49.2%","1909","47.4%","3054","46.9%","0.4pp"
"Stew the Coneys","G","U","33043","3.71","5764","4.78","27025","52.7%","4439","50.4%","7011","56.6%","11450","54.2%","15504","51.6%","2.6pp"
"Wose Pathfinder","G","C","113938","4.90","15559","6.67","68632","53.1%","12651","56.4%","16239","54.1%","28890","55.1%","39540","51.5%","3.6pp"
"Aragorn, Company Leader","WG","R","6329","2.30","2154","2.32","8655","51.7%","1489","54.8%","2231","55.2%","3720","55.0%","4879","48.9%","6.1pp"
"Aragorn, the Uniter","WURG","M","3543","2.52","1006","2.64","3060","50.7%","512","59.2%","824","56.4%","1336","57.5%","1697","45.3%","12.2pp"
"Arwen, Mortal Queen","WG","M","2439","1.81","1223","1.71","5605","57.0%","1046","66.2%","1422","67.0%","2468","66.7%","3064","48.5%","18.2pp"
"Arwen Undómiel","UG","U","34732","4.42","5515","5.72","18054","51.3%","3210","56.7%","5156","54.7%","8366","55.4%","9544","47.4%","8.0pp"
"The Balrog, Durin's Bane","BR","R","5927","2.15","2886","2.17","13933","56.2%","2097","58.3%","3638","58.9%","5735","58.7%","8194","54.4%","4.3pp"
"Bilbo, Retired Burglar","UR","U","33434","4.15","9777","4.67","40872","56.8%","7121","60.6%","12489","61.0%","19610","60.8%","21128","52.9%","7.9pp"
"Butterbur, Bree Innkeeper","WG","U","39453","4.81","5211","6.74","15456","51.1%","2495","49.3%","4025","54.7%","6520","52.6%","8862","50.0%","2.7pp"
"Denethor, Ruling Steward","WB","U","29392","3.46","8936","3.97","40187","56.5%","6777","57.9%","10752","61.3%","17529","60.0%","22580","53.8%","6.2pp"
"Doors of Durin","RG","R","9105","3.46","2013","4.02","6064","52.7%","1041","54.0%","1479","57.3%","2520","56.0%","3538","50.3%","5.6pp"
"Elrond, Master of Healing","UG","R","7245","2.79","2014","2.80","6929","50.2%","1139","55.3%","2078","54.8%","3217","55.0%","3647","45.8%","9.1pp"
"Éowyn, Fearless Knight","WR","R","6068","2.30","3030","2.24","14445","57.8%","2461","62.5%","3412","64.0%","5873","63.4%","8430","53.5%","9.9pp"
"Faramir, Prince of Ithilien","WU","R","5357","2.09","3126","1.94","15598","56.6%","2613","66.0%","4703","65.5%","7316","65.7%","8126","48.2%","17.5pp"
"Flame of Anor","UR","R","8653","3.12","3200","3.26","12781","55.5%","2148","57.4%","4463","61.2%","6611","60.0%","6547","51.3%","8.7pp"
"Friendly Rivalry","RG","U","48407","6.04","6248","8.69","11862","52.6%","1846","50.1%","2865","56.4%","4711","53.9%","7139","51.7%","2.2pp"
"Frodo Baggins","WG","U","32683","3.94","6470","4.82","24833","54.4%","4291","63.4%","6317","58.3%","10608","60.4%","13974","49.6%","10.7pp"
"Galadriel of Lothlórien","UG","R","7760","2.89","2040","3.00","6989","50.3%","1201","53.0%","2102","53.7%","3303","53.4%","3657","47.3%","6.1pp"
"Gandalf the Grey","UR","R","6399","2.39","2759","2.40","12051","53.3%","2056","51.5%","4149","57.6%","6205","55.6%","6219","51.4%","4.2pp"
"Gandalf's Sanction","UR","U","38153","4.63","11305","5.25","48804","56.3%","8014","53.4%","17241","63.2%","25255","60.1%","24272","52.5%","7.7pp"
"Gimli, Mournful Avenger","RG","R","11924","4.10","1801","5.78","3569","48.9%","596","48.3%","868","49.8%","1464","49.2%","2100","48.5%","0.7pp"
"Gwaihir the Windlord","WU","U","45061","5.56","5870","8.10","11078","49.4%","1699","46.3%","3478","53.2%","5177","50.9%","5813","47.7%","3.2pp"
"King of the Oathbreakers","WB","R","5959","2.19","2872","2.12","12807","54.9%","2105","56.5%","3316","57.9%","5421","57.4%","7247","52.8%","4.6pp"
"Legolas, Counter of Kills","UG","U","42001","5.22","4657","7.86","9214","47.0%","1504","45.1%","2538","48.6%","4042","47.3%","5110","46.3%","1.0pp"
"Lotho, Corrupt Shirriff","WB","R","11858","3.98","2328","5.18","7018","53.7%","1199","52.5%","1781","55.2%","2980","54.1%","4011","53.2%","1.0pp"
"Mauhúr, Uruk-hai Captain","BR","U","29498","3.52","8911","4.04","43970","59.0%","7694","63.1%","10871","59.0%","18565","60.7%","25446","57.7%","3.0pp"
"Merry, Esquire of Rohan","WR","R","9965","3.50","2272","4.21","8162","55.8%","1497","60.5%","1784","53.7%","3281","56.8%","4836","54.9%","1.9pp"
"The Mouth of Sauron","UB","U","31665","3.69","10139","4.31","43869","55.8%","6991","55.6%","13402","62.1%","20393","59.9%","23014","52.0%","7.9pp"
"Old Man Willow","BG","U","31012","3.71","7823","4.43","30868","54.5%","5158","55.8%","8168","60.7%","13326","58.8%","17474","51.1%","7.8pp"
"Pippin, Guard of the Citadel","WU","R","8227","3.08","2430","3.30","7542","53.5%","1318","61.5%","2194","58.2%","3512","59.4%","3928","48.1%","11.3pp"
"Prince Imrahil the Fair","WU","U","38232","4.73","7069","6.08","20371","52.2%","3585","55.8%","6240","57.3%","9825","56.8%","10364","47.6%","9.2pp"
"Ringsight","UB","U","53698","6.80","7527","9.83","6989","51.4%","1075","48.3%","2207","56.3%","3282","53.7%","3711","49.4%","4.3pp"
"Rise of the Witch-king","BG","U","40631","4.90","6879","6.68","19587","53.8%","3153","52.6%","5110","58.0%","8263","56.0%","11315","52.3%","3.7pp"
"Samwise Gamgee","WG","R","7820","2.81","2008","3.02","8213","53.0%","1458","58.4%","2089","55.7%","3547","56.8%","4554","49.9%","6.9pp"
"Saruman of Many Colors","WUB","M","3046","2.16","1110","2.13","3649","47.8%","565","45.1%","1101","52.6%","1666","50.1%","1926","45.3%","4.8pp"
"Sauron, the Dark Lord","UBR","M","2010","1.52","1416","1.45","7377","55.6%","1252","58.3%","2140","63.5%","3392","61.6%","3880","50.2%","11.4pp"
"Sauron's Ransom","UB","R","11134","3.77","3087","4.41","10182","55.3%","1714","55.1%","3203","59.7%","4917","58.1%","5322","52.6%","5.5pp"
"Shadow Summoning","WB","U","37841","4.47","10380","5.22","41569","58.0%","7175","62.3%","10794","61.2%","17969","61.6%","23591","55.3%","6.3pp"
"Shadowfax, Lord of Horses","WR","U","38486","4.62","7731","5.93","26293","56.9%","4238","59.1%","6146","58.7%","10384","58.9%","15673","55.3%","3.6pp"
"Shagrat, Loot Bearer","BR","R","12147","4.06","1929","5.66","3751","55.8%","614","54.4%","876","57.3%","1490","56.1%","2277","55.6%","0.5pp"
"Sharkey, Tyrant of the Shire","UB","R","17485","5.61","2202","8.63","243","","37","","78","","115","","129","",""
"Shelob, Child of Ungoliant","BG","R","5288","1.97","2640","1.91","12084","53.7%","1923","54.2%","3303","58.6%","5226","57.0%","6800","51.0%","6.0pp"
"Sméagol, Helpful Guide","BG","R","6536","2.37","2312","2.41","9158","52.4%","1517","53.4%","2422","56.6%","3939","55.4%","5192","50.2%","5.2pp"
"Strider, Ranger of the North","RG","U","42587","5.21","5762","7.46","13357","52.5%","2126","53.6%","3209","54.4%","5335","54.1%","7990","51.4%","2.7pp"
"Théoden, King of Rohan","WR","U","33490","4.12","8277","4.80","34210","57.3%","5917","61.1%","8105","59.2%","14022","60.0%","19983","55.3%","4.7pp"
"Tom Bombadil","WUBRG","M","7196","4.53","972","6.79","76","","10","","30","","40","","36","",""
"Uglúk of the White Hand","BR","U","35748","4.24","6201","5.72","24843","56.2%","4103","55.2%","6124","55.6%","10227","55.5%","14674","56.6%","-1.1pp"
"Andúril, Flame of the West","","M","1595","1.06","1571","1.06","10092","61.0%","1761","70.9%","2691","70.3%","4452","70.5%","5629","53.5%","17.1pp"
"Barrow-Blade","","U","51095","6.17","5602","9.39","7740","53.8%","1316","53.8%","1913","52.1%","3229","52.8%","4510","54.5%","-1.8pp"
"Ent-Draught Basin","","U","55040","7.07","5307","10.82","2245","49.9%","365","41.4%","548","50.9%","913","47.1%","1328","52.1%","-5.0pp"
"Glamdring","","M","2731","2.02","996","2.06","4297","52.1%","698","45.1%","1247","56.5%","1945","52.4%","2338","51.6%","0.8pp"
"Horn of Gondor","","R","3737","1.30","3176","1.28","19429","60.8%","3565","68.6%","4997","68.3%","8562","68.4%","10867","54.8%","13.6pp"
"Horn of the Mark","","R","7238","2.68","1654","2.98","5879","51.7%","982","47.0%","1424","51.5%","2406","49.7%","3469","53.0%","-3.4pp"
"Inherited Envelope","","C","145722","6.76","16280","10.13","24784","51.2%","4324","50.8%","6584","54.2%","10908","52.8%","13816","49.9%","3.0pp"
"Lembas","","C","144960","6.53","18238","9.62","35186","52.6%","6455","50.9%","12406","56.7%","18861","54.7%","18613","51.3%","3.4pp"
"Mirror of Galadriel","","U","51514","6.32","5216","9.79","5315","49.0%","875","45.1%","1413","50.9%","2288","48.7%","3013","49.1%","-0.4pp"
"Mithril Coat","","R","6207","2.22","1472","2.36","5850","48.5%","931","43.9%","1485","47.3%","2416","46.0%","3416","50.2%","-4.2pp"
"The One Ring","","M","2046","1.47","1084","1.46","5200","54.7%","886","53.4%","1360","57.9%","2246","56.1%","2944","53.8%","2.3pp"
"Palantír of Orthanc","","M","1898","1.40","1459","1.37","8755","58.6%","1605","69.1%","2442","61.5%","4047","64.5%","4690","53.4%","11.1pp"
"Phial of Galadriel","","R","6294","2.19","2297","2.28","11321","54.6%","2073","57.1%","2947","56.2%","5020","56.6%","6269","53.0%","3.6pp"
"Shire Scarecrow","","C","155389","8.33","17427","11.92","11483","48.6%","2161","46.6%","2958","49.8%","5119","48.4%","6339","48.8%","-0.4pp"
"Sting, the Glinting Dagger","","R","7781","2.70","1367","3.10","4699","51.3%","795","49.1%","1184","51.3%","1979","50.4%","2711","51.9%","-1.5pp"
"Stone of Erech","","U","57264","7.75","6001","11.69","390","","52","","113","","165","","225","48.0%",""
"Wizard's Rockets","","C","152798","7.67","21717","10.77","28690","52.4%","5207","52.7%","7680","53.2%","12887","53.0%","15785","51.9%","1.1pp"
"Barad-dûr","","R","7322","2.44","2509","2.74","13192","56.9%","2404","56.4%","3382","56.9%","5786","56.7%","7387","57.0%","-0.3pp"
"Great Hall of the Citadel","","C","143338","6.66","20501","9.37","55136","53.2%","9663","54.3%","14224","55.2%","23887","54.8%","31180","51.9%","3.0pp"
"The Grey Havens","","U","52523","6.37","5271","9.90","7218","50.6%","1301","46.4%","1783","53.2%","3084","50.3%","4105","50.7%","-0.3pp"
"Minas Tirith","","R","8702","2.87","2255","3.38","10532","55.0%","1824","55.8%","2657","56.5%","4481","56.2%","6037","54.1%","2.2pp"
"Mines of Moria","","R","14093","4.25","2304","6.08","8388","55.1%","1529","55.8%","2054","55.3%","3583","55.5%","4796","54.8%","0.7pp"
"Mount Doom","","M","4873","3.21","927","4.04","2815","57.1%","526","55.3%","705","59.6%","1231","57.8%","1578","56.6%","1.2pp"
"Rivendell","","R","10347","3.31","2340","4.13","10127","52.9%","1840","55.3%","2920","55.6%","4760","55.5%","5311","50.6%","4.9pp"
"The Shire","","R","10311","3.34","1966","4.17","7760","52.5%","1346","56.2%","1823","54.9%","3169","55.4%","4574","50.4%","5.0pp"
"Shire Terrace","","C","136431","5.67","19839","8.24","74007","53.0%","13582","52.5%","18862","53.7%","32444","53.2%","41446","52.9%","0.3pp"
