"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IWD"
"Fire of Orthanc","R","C","50881","8.63","5924","12.34","1751","54.0%","257","50.6%","403","56.1%","660","53.9%","1092","53.9%","0.0pp"
"Goldberry, River-Daughter","U","R","3797","3.72","765","4.49","2135","50.9%","358","53.1%","614","53.9%","972","53.6%","1157","48.7%","4.9pp"
"Willow-Wind","U","C","46152","6.76","5899","9.66","13598","51.6%","2130","50.8%","3987","55.0%","6117","53.6%","7341","49.6%","4.0pp"
"Soldier of the Grey Host","W","C","46931","6.84","5085","10.16","7456","53.0%","1207","52.7%","1883","54.0%","3090","53.5%","4358","52.5%","1.0pp"
"Dreadful as the Storm","U","C","49632","8.16","5825","11.69","3670","50.2%","569","48.5%","1066","56.1%","1635","53.5%","2031","47.7%","5.8pp"
"Rush the Room","R","C","50523","8.40","6120","11.96","2857","53.7%","415","53.7%","665","53.2%","1080","53.4%","1777","53.9%","-0.5pp"
"Shire Terrace","","C","44052","5.63","6908","8.00","25929","53.4%","4736","52.8%","6374","53.8%","11110","53.4%","14783","53.4%","0.0pp"
"Shadow of the Enemy","B","M","1394","3.09","291","3.57","756","","121","","205","55.1%","326","53.4%","429","54.5%","-1.2pp"
"Quickbeam, Upstart Ent","G","U","10771","3.81","2124","4.64","8916","52.2%","1356","49.8%","2204","55.4%","3560","53.3%","5298","51.3%","2.0pp"
"You Cannot Pass!","W","U","15733","6.11","1892","9.04","2873","52.5%","431","50.3%","709","55.0%","1140","53.2%","1730","52.0%","1.2pp"
"Lembas","","C","46706","6.35","5854","9.36","11790","52.0%","2176","50.1%","3750","55.0%","5926","53.2%","6474","51.3%","1.9pp"
"Ioreth of the Healing House","U","U","14945","5.35","2324","7.39","6462","52.1%","1075","51.4%","1851","54.1%","2926","53.1%","3514","51.0%","2.1pp"
"Barrow-Blade","","U","15744","5.85","1821","8.67","3082","54.6%","512","57.8%","723","49.8%","1235","53.1%","1847","55.6%","-2.5pp"
"Cast into the Fire","R","C","49549","7.82","5975","11.27","3890","53.3%","613","47.8%","994","56.3%","1607","53.1%","2278","53.4%","-0.3pp"
"Pippin's Bravery","G","C","49569","7.97","5445","11.36","6719","51.4%","1047","49.5%","1609","55.0%","2656","52.8%","4041","50.4%","2.4pp"
"Legolas, Master Archer","G","R","1761","2.01","662","2.03","2881","51.5%","506","52.0%","728","53.3%","1234","52.8%","1636","50.2%","2.5pp"
"Fog on the Barrow-Downs","W","C","37436","4.89","5044","6.93","18805","53.1%","3130","50.0%","4644","54.5%","7774","52.7%","10994","53.4%","-0.7pp"
"Bewitching Leechcraft","U","C","45686","6.74","5360","9.77","10213","51.7%","1736","49.1%","2949","54.3%","4685","52.4%","5440","50.8%","1.6pp"
"Mushroom Watchdogs","G","C","42968","6.10","5684","8.42","17991","52.1%","3246","52.6%","4294","52.2%","7540","52.4%","10392","51.7%","0.7pp"
"Wizard's Rockets","","C","49774","7.70","6790","10.81","8302","52.6%","1469","52.3%","2138","52.4%","3607","52.3%","4691","52.8%","-0.4pp"
"Slip On the Ring","W","C","46888","7.01","5333","10.34","7169","51.8%","1110","51.5%","1796","52.8%","2906","52.3%","4258","51.6%","0.7pp"
"Celeborn the Wise","G","U","11004","3.82","1630","4.93","5936","50.2%","952","51.1%","1584","52.9%","2536","52.2%","3362","48.5%","3.7pp"
"Grey Havens Navigator","U","C","44758","6.51","5662","9.39","13931","50.8%","2334","50.1%","3969","53.4%","6303","52.2%","7517","49.6%","2.6pp"
"Surrounded by Orcs","U","C","46145","6.95","6469","9.77","14022","50.9%","2289","50.0%","4382","53.3%","6671","52.2%","7395","49.9%","2.3pp"
"Nimble Hobbit","W","C","48352","7.40","5832","10.59","8722","51.9%","1496","50.7%","2139","53.0%","3635","52.1%","5085","51.6%","0.5pp"
"Gift of Strands","G","U","15216","5.73","1715","8.36","3369","50.4%","516","53.3%","873","51.3%","1389","52.1%","1965","49.1%","2.9pp"
"Butterbur, Bree Innkeeper","WG","U","12424","4.65","1895","6.22","5845","50.7%","952","47.2%","1550","55.0%","2502","52.0%","3324","49.7%","2.3pp"
"Peregrin Took","G","U","10174","3.68","1870","4.58","7284","51.8%","1312","52.1%","1789","51.8%","3101","52.0%","4149","51.4%","0.6pp"
"Tale of Tinúviel","W","U","12889","4.76","1816","6.37","4958","52.5%","751","47.8%","1263","54.4%","2014","51.9%","2938","52.9%","-1.0pp"
"Inherited Envelope","","C","47448","6.83","5019","10.32","6400","50.7%","1090","47.9%","1616","54.6%","2706","51.9%","3680","49.7%","2.2pp"
"Now for Wrath, Now for Ruin!","W","C","47734","7.19","5082","10.69","6878","53.3%","988","50.2%","1712","52.6%","2700","51.7%","4176","54.4%","-2.7pp"
"Galadriel of Lothlórien","UG","R","2277","2.64","752","2.49","2516","48.5%","431","52.4%","759","51.3%","1190","51.7%","1311","45.5%","6.2pp"
"Gimli, Mournful Avenger","RG","R","3463","3.78","586","4.90","1234","48.8%","203","53.7%","297","50.2%","500","51.6%","722","46.8%","4.8pp"
"Press the Enemy","U","R","3652","3.84","656","4.84","1763","49.2%","270","45.9%","551","54.3%","821","51.5%","947","46.8%","4.7pp"
"Lotho, Corrupt Shirriff","WB","R","3674","3.85","811","4.81","2400","53.7%","403","49.6%","597","52.8%","1000","51.5%","1392","55.0%","-3.5pp"
"Sting, the Glinting Dagger","","R","2148","2.33","491","2.46","1799","51.5%","310","51.0%","465","51.8%","775","51.5%","1017","51.3%","0.2pp"
"Gimli's Axe","R","C","50103","8.14","5748","11.78","3226","54.3%","466","52.1%","763","51.0%","1229","51.4%","1999","56.0%","-4.6pp"
"The Grey Havens","","U","16622","6.09","1687","9.52","2580","50.3%","475","47.4%","629","54.4%","1104","51.4%","1462","49.6%","1.8pp"
"Second Breakfast","W","C","48503","7.44","5477","10.90","5989","52.7%","911","49.3%","1409","52.6%","2320","51.3%","3663","53.6%","-2.3pp"
"Elven Chorus","G","R","2142","2.36","603","2.48","2300","50.6%","371","49.3%","577","52.5%","948","51.3%","1344","50.3%","1.0pp"
"Glorfindel, Dauntless Rescuer","G","U","11952","4.27","1682","5.88","5147","49.3%","861","49.2%","1375","52.3%","2236","51.1%","2869","47.7%","3.4pp"
"Chance-Met Elves","G","C","41965","6.11","4689","8.62","13784","49.4%","2407","49.6%","3538","51.5%","5945","50.7%","7736","48.3%","2.4pp"
"Galadhrim Bow","G","C","48586","7.65","4880","11.27","5138","50.4%","792","47.7%","1220","52.5%","2012","50.6%","3117","50.2%","0.4pp"
"Bill Ferny, Bree Swindler","U","U","15578","5.80","2274","8.27","5405","49.7%","971","50.8%","1502","50.3%","2473","50.5%","2909","49.2%","1.3pp"
"Rising of the Day","R","U","16743","6.80","1741","10.56","885","53.9%","146","","187","","333","50.5%","551","56.1%","-5.6pp"
"Lothlórien Lookout","G","C","44155","6.43","5097","9.07","15141","50.3%","2778","52.8%","3637","48.5%","6415","50.4%","8663","50.1%","0.2pp"
"Galadhrim Guide","G","C","46129","6.91","4754","10.08","9407","49.7%","1533","48.1%","2359","51.5%","3892","50.2%","5458","49.3%","0.9pp"
"Bombadil's Song","G","C","47469","7.16","5081","10.45","9304","49.8%","1536","47.5%","2337","51.9%","3873","50.1%","5406","49.5%","0.6pp"
"Gwaihir the Windlord","WU","U","13981","5.33","1934","7.60","3743","48.9%","593","48.7%","1161","50.8%","1754","50.1%","1952","47.2%","2.9pp"
"Storm of Saruman","U","M","1439","3.01","330","3.57","926","48.8%","139","","284","52.5%","423","49.9%","497","47.9%","2.0pp"
"Saruman of Many Colors","WUB","M","902","2.05","364","2.03","1040","46.5%","175","","301","52.5%","476","49.8%","545","43.5%","6.3pp"
"Long List of the Ents","G","U","16166","6.44","1770","9.67","1767","48.3%","288","56.9%","421","44.7%","709","49.6%","1058","47.4%","2.2pp"
"Elven Farsight","G","C","46048","7.02","4561","10.42","7830","49.4%","1373","45.9%","1962","51.8%","3335","49.4%","4421","49.4%","-0.0pp"
"Nimrodel Watcher","U","C","45378","6.77","5877","9.46","13319","48.8%","2374","48.1%","3470","50.2%","5844","49.4%","7383","48.4%","1.0pp"
"Revive the Shire","G","C","49351","7.83","5047","11.49","5463","50.3%","879","44.9%","1377","52.0%","2256","49.2%","3204","51.3%","-2.0pp"
"Horn of the Mark","","R","2039","2.35","579","2.45","2121","52.0%","383","45.4%","481","52.0%","864","49.1%","1257","54.1%","-5.0pp"
"Captain of Umbar","U","C","48911","7.58","5705","10.94","6819","48.3%","1135","46.8%","1937","50.2%","3072","49.0%","3723","47.7%","1.3pp"
"Mirror of Galadriel","","U","16279","6.01","1639","9.23","2065","49.4%","332","47.9%","574","49.3%","906","48.8%","1154","49.9%","-1.1pp"
"Knights of Dol Amroth","U","C","47014","7.19","5156","10.61","7236","47.8%","1132","42.8%","2235","51.1%","3367","48.3%","3847","47.5%","0.8pp"
"Shire Scarecrow","","C","50548","8.26","5545","11.83","3460","49.0%","664","44.9%","868","50.7%","1532","48.2%","1915","49.8%","-1.6pp"
"Brandywine Farmer","G","C","48381","7.61","5040","11.05","7241","49.6%","1224","44.9%","1763","50.1%","2987","47.9%","4221","50.7%","-2.8pp"
"Display of Power","R","R","5156","5.20","681","7.91","519","","79","","132","","211","47.9%","307","52.4%","-4.6pp"
"Fangorn, Tree Shepherd","G","R","3184","3.39","462","4.40","1078","47.7%","142","","266","48.5%","408","47.3%","668","47.6%","-0.3pp"
"Shower of Arrows","G","C","49522","8.19","4399","12.32","1994","46.8%","282","45.4%","504","48.0%","786","47.1%","1199","46.6%","0.5pp"
"Borne Upon a Wind","U","R","4885","5.01","686","7.48","696","","120","","179","","299","46.5%","399","45.9%","0.6pp"
"Ent-Draught Basin","","U","17352","6.74","1679","10.26","914","51.2%","165","","218","47.2%","383","46.2%","532","54.9%","-8.7pp"
"Legolas, Counter of Kills","UG","U","12969","4.84","1657","6.92","3851","45.9%","628","43.9%","1071","46.6%","1699","45.6%","2129","45.8%","-0.2pp"
"Entish Restoration","G","U","13599","5.03","1624","7.15","3505","47.9%","585","39.5%","828","49.4%","1413","45.3%","2088","49.7%","-4.4pp"
"Shortcut to Mushrooms","G","U","13699","5.00","1628","7.20","3891","49.0%","659","40.5%","916","48.7%","1575","45.3%","2300","51.4%","-6.2pp"
"Mithril Coat","","R","1758","1.97","557","2.04","2161","48.4%","342","45.0%","535","45.4%","877","45.3%","1274","50.6%","-5.4pp"
"The Watcher in the Water","U","M","1281","2.88","305","3.18","574","","112","","168","","280","41.4%","292","46.9%","-5.5pp"
"Lost Isle Calling","U","R","4316","4.67","575","6.55","553","","99","","133","","232","33.2%","318","41.8%","-8.6pp"
"Forge Anew","W","R","5139","5.22","609","8.19","64","","10","","17","","27","","37","",""
"Hew the Entwood","R","M","2267","4.76","325","7.06","33","","6","","5","","11","","22","",""
"Last March of the Ents","G","M","1460","3.16","223","3.96","379","","62","","103","","165","","214","50.0%",""
"The Ring Goes South","G","R","4466","4.64","508","7.21","218","","39","","55","","94","","123","",""
"Sharkey, Tyrant of the Shire","UB","R","5359","5.26","653","8.10","98","","17","","32","","49","","50","",""
"Tom Bombadil","WUBRG","M","2163","4.22","286","6.13","27","","5","","9","","14","","13","",""
"Stone of Erech","","U","18218","7.47","1776","11.44","138","","23","","37","","60","","78","",""
